x y z
5.08077 -2.93339 0.194621
5.28909 -3.05366 0.18126
5.02988 -2.904 0.152088
5.05629 -2.91925 0.132494
5.0047 -2.88947 0.110961
4.84914 -2.79965 0.0879614
4.77144 -2.75479 0.0673153
4.6677 -2.6949 0.0470362
4.66781 -2.69496 0.0282218
4.66787 -2.695 0.00940716
4.62457 -2.67 -0.00931973
4.64183 -2.67996 -0.0280652
4.6244 -2.6699 -0.0465997
4.55495 -2.6298 -0.0642609
4.4335 -2.55968 -0.0804217
4.38994 -2.53453 -0.0973308
4.38962 -2.53435 -0.115025
4.21522 -2.43366 -0.161466
5.25524 -3.01092 0.20092
5.29918 -3.0361 0.18126
5.29103 -3.03143 0.15968
5.2828 -3.02671 0.138166
4.93618 -2.82812 0.109233
5.09265 -2.91777 0.0922024
4.83261 -2.76878 0.0680483
4.86749 -2.78877 0.048956
4.86761 -2.78884 0.0293737
4.92841 -2.82367 0.0099133
4.68546 -2.68447 -0.00942444
4.59863 -2.63473 -0.0277511
4.56382 -2.61478 -0.0459015
4.38145 -2.5103 -0.0616954
4.45932 -2.55491 -0.0807359
4.50242 -2.57961 -0.0996345
4.50209 -2.57942 -0.117748
4.25796 -2.43954 -0.162792
5.23913 -2.97866 0.199926
5.0833 -2.89006 0.173547
5.14463 -2.92493 0.154968
4.97994 -2.8313 0.129999
4.91077 -2.79197 0.108465
4.92845 -2.80203 0.089061
4.94608 -2.81205 0.0695144
4.69416 -2.66882 0.0471234
4.69428 -2.66889 0.0282742
4.75519 -2.70352 0.00954678
4.65087 -2.64421 -0.00933718
4.60735 -2.61946 -0.0277511
4.53769 -2.57986 -0.0455525
4.45929 -2.53529 -0.0626727
4.46777 -2.54011 -0.0807359
4.25889 -2.42136 -0.0940673
4.25858 -2.42118 -0.111168
4.05795 -2.30711 -0.138541
4.37898 -2.48963 -0.167102
5.24846 -2.96219 0.199926
5.09235 -2.87408 0.173547
5.15379 -2.90875 0.154968
4.98881 -2.81564 0.129999
4.91951 -2.77653 0.108465
4.93723 -2.78653 0.089061
4.95489 -2.79649 0.0695144
4.70252 -2.65406 0.0471234
4.70264 -2.65413 0.0282742
4.76366 -2.68857 0.00954678
4.65915 -2.62958 -0.00933718
4.61555 -2.60498 -0.0277511
4.54577 -2.56559 -0.0455525
4.46723 -2.52127 -0.0626727
4.47572 -2.52606 -0.0807359
4.26648 -2.40796 -0.0940673
4.26617 -2.40779 -0.111168
4.06518 -2.29435 -0.138541
4.38678 -2.47586 -0.167102
5.41522 -3.03267 0.205894
5.12802 -2.87183 0.174437
5.13724 -2.87699 0.154182
5.12023 -2.86747 0.133175
4.98976 -2.7944 0.109809
4.8941 -2.74083 0.0881185
4.85072 -2.71653 0.0679262
4.78982 -2.68243 0.0479088
4.78994 -2.68249 0.0287454
4.8249 -2.70207 0.0096515
4.70275 -2.63366 -0.00940699
4.59799 -2.575 -0.027594
4.65895 -2.60914 -0.0465997
4.3796 -2.4527 -0.0613289
4.50152 -2.52097 -0.08105
4.33551 -2.428 -0.0954111
4.33519 -2.42782 -0.112757
