x y z
6.56086 -3.78792 0.251316
6.5789 -3.79833 0.225463
5.97353 -3.44882 0.180621
6.11257 -3.52909 0.160173
5.9485 -3.43437 0.131886
5.87959 -3.39458 0.106653
5.89719 -3.40475 0.0831973
5.94937 -3.43487 0.0599515
5.94951 -3.43495 0.0359711
5.68112 -3.27999 -0.011449
5.62043 -3.24496 -0.033982
5.19595 -2.99989 -0.0523592
5.64606 -3.25976 -0.0796542
5.2821 -3.04962 -0.0958149
5.26446 -3.03944 -0.11672
5.26408 -3.03922 -0.13794
5.27229 -3.04396 -0.159418
5.07268 -2.92871 -0.173844
5.00287 -2.88841 -0.191637
6.5994 -3.78104 0.252311
6.14106 -3.51844 0.185333
6.08954 -3.48892 0.159265
6.09866 -3.49415 0.134958
6.14241 -3.51921 0.111208
6.01256 -3.44482 0.0846634
5.92602 -3.39524 0.0596024
5.92616 -3.39532 0.0357616
5.64858 -3.23628 -0.0113617
5.49233 -3.14676 -0.0331442
5.42279 -3.10692 -0.0545408
5.43994 -3.11674 -0.0766
5.41365 -3.10168 -0.098014
5.40464 -3.09652 -0.1196
5.40425 -3.09629 -0.141343
5.3344 -3.05627 -0.160988
5.09103 -2.91684 -0.17414
5.13383 -2.94136 -0.196279
6.52502 -3.70974 0.248995
6.08317 -3.45853 0.183239
6.11845 -3.47859 0.159719
5.96245 -3.3899 0.131694
6.01497 -3.41976 0.108695
5.98049 -3.40015 0.0840525
5.90247 -3.3558 0.0592534
5.90262 -3.35588 0.0355522
5.60712 -3.18788 -0.011257
5.58097 -3.17301 -0.0336154
5.34613 -3.03949 -0.0536682
5.36332 -3.04927 -0.0753783
5.30221 -3.01452 -0.0958149
5.19759 -2.95504 -0.1148
5.19721 -2.95483 -0.135671
5.2576 -2.98916 -0.158371
5.02247 -2.85548 -0.17147
5.00454 -2.84529 -0.190974
6.53664 -3.68922 0.248995
6.09401 -3.4394 0.183239
6.12935 -3.45935 0.159719
5.97307 -3.37115 0.131694
6.02568 -3.40084 0.108695
5.99114 -3.38135 0.0840525
5.91299 -3.33724 0.0592534
5.91313 -3.33732 0.0355522
5.61711 -3.17025 -0.011257
5.59091 -3.15546 -0.0336154
5.35565 -3.02268 -0.0536682
5.37287 -3.0324 -0.0753783
5.31166 -2.99785 -0.0958149
5.20685 -2.9387 -0.1148
5.20647 -2.93848 -0.135671
5.26696 -2.97263 -0.158371
5.03142 -2.83969 -0.17147
5.01346 -2.82955 -0.190974
6.56628 -3.6773 0.249658
6.4717 -3.62433 0.194233
6.10635 -3.41972 0.134382
6.21141 -3.47855 0.111837
5.83656 -3.26863 0.0817313
5.88912 -3.29807 0.0589043
5.88927 -3.29815 0.0353427
5.83699 -3.26887 0.011676
5.68867 -3.18581 -0.0113791
5.52282 -3.09293 -0.0331442
5.62738 -3.15149 -0.0562861
5.33055 -2.98525 -0.0746453
5.4786 -3.06816 -0.0986423
5.32997 -2.98493 -0.117296
5.32958 -2.98471 -0.13862
5.3204 -2.97957 -0.159679
5.21523 -2.92067 -0.177404
5.04897 -2.82756 -0.191969
6.60465 -3.67006 0.250653
6.518 -3.62192 0.22131
6.34388 -3.52516 0.190045
6.11765 -3.39945 0.134382
6.11803 -3.39966 0.109952
5.78619 -3.21526 0.0808761
5.7864 -3.21538 0.0577698
5.90017 -3.2786 0.0353427
5.82157 -3.23493 0.0116237
5.83906 -3.24464 -0.0116584
5.73409 -3.18631 -0.0343485
5.53292 -3.07452 -0.0552389
5.41909 -3.01127 -0.0757448
5.3052 -2.94799 -0.0953437
5.17379 -2.87496 -0.113649
5.17341 -2.87475 -0.13431
5.21666 -2.89879 -0.156276
5.12878 -2.84995 -0.17414
4.99717 -2.77682 -0.189648
6.61678 -3.64814 0.250653
6.52998 -3.60028 0.22131
6.35553 -3.5041 0.190045
6.12889 -3.37914 0.134382
6.12927 -3.37935 0.109952
5.79682 -3.19606 0.0808761
5.79703 -3.19617 0.0577698
5.91101 -3.25902 0.0353427
5.83227 -3.2156 0.0116237
5.84978 -3.22526 -0.0116584
5.74463 -3.16728 -0.0343485
5.54308 -3.05616 -0.0552389
5.42904 -2.99328 -0.0757448
5.31495 -2.93038 -0.0953437
5.18329 -2.85779 -0.113649
5.18291 -2.85758 -0.13431
5.22624 -2.88147 -0.156276
5.1382 -2.83293 -0.17414
5.00635 -2.76023 -0.189648
6.69835 -3.66572 0.253305
6.55002 -3.58455 0.221606
6.47174 -3.54171 0.193186
6.13071 -3.35507 0.13419
5.95566 -3.25928 0.106653
5.99981 -3.28344 0.0835638
6.00002 -3.28356 0.0596897
5.95631 -3.25963 0.0355522
5.77216 -3.15886 0.0114841
5.77216 -3.15886 -0.0114839
5.61419 -3.07241 -0.0335107
5.51757 -3.01953 -0.0548899
5.39456 -2.95221 -0.075134
5.35921 -2.93287 -0.095972
5.33257 -2.91829 -0.11672
5.33219 -2.91808 -0.13794
5.21773 -2.85544 -0.155753
5.19968 -2.84556 -0.17592
5.17281 -2.83086 -0.195616
6.60507 -3.58626 0.249327
6.55309 -3.55804 0.22131
6.43074 -3.49161 0.191616
6.12378 -3.32494 0.158131
6.25602 -3.39674 0.136686
6.15096 -3.3397 0.109952
5.9843 -3.24921 0.0831973
5.98452 -3.24933 0.0594279
5.93193 -3.22078 0.0353427
5.69473 -3.09198 0.0113095
5.66836 -3.07767 -0.011257
5.62435 -3.05377 -0.0335107
5.50119 -2.9869 -0.0546281
5.37796 -2.91999 -0.0747675
5.39527 -2.92939 -0.0964432
5.23678 -2.84334 -0.114417
5.2364 -2.84313 -0.135217
5.21838 -2.83335 -0.155491
5.18274 -2.814 -0.17503
4.98894 -2.70877 -0.188322
6.61693 -3.56434 0.249327
6.56485 -3.53629 0.22131
6.44228 -3.47026 0.191616
6.13477 -3.30462 0.158131
6.26725 -3.37598 0.136686
6.162 -3.31928 0.109952
5.99504 -3.22935 0.0831973
5.99526 -3.22946 0.0594279
5.94258 -3.20109 0.0353427
5.70495 -3.07308 0.0113095
5.67854 -3.05886 -0.011257
5.63445 -3.03511 -0.0335107
5.51106 -2.96864 -0.0546281
5.38761 -2.90214 -0.0747675
5.40496 -2.91149 -0.0964432
5.24618 -2.82596 -0.114417
5.2458 -2.82575 -0.135217
5.22775 -2.81603 -0.155491
5.19204 -2.7968 -0.17503
4.99789 -2.69221 -0.188322
6.7433 -3.60361 0.253637
6.62944 -3.54276 0.22309
6.55073 -3.50071 0.194495
6.24269 -3.33609 0.160626
6.05796 -3.23737 0.131886
6.11125 -3.26584 0.108852
6.07627 -3.24715 0.0841747
6.07649 -3.24727 0.060126
5.96198 -3.18608 0.0353951
5.81212 -3.10599 0.0115015
5.8474 -3.12485 -0.0115711
5.6974 -3.04468 -0.0338249
5.52969 -2.95506 -0.0547153
5.38839 -2.87955 -0.0746453
5.44104 -2.90768 -0.0969145
5.41425 -2.89337 -0.117872
5.41386 -2.89316 -0.139301
5.31641 -2.84108 -0.157847
5.24537 -2.80312 -0.176514
5.04205 -2.69447 -0.189648
6.63098 -3.51685 0.248995
6.49042 -3.4423 0.218047
6.51754 -3.45669 0.193186
6.22664 -3.3024 0.159946
5.80312 -3.07778 0.126127
6.05081 -3.20915 0.107596
5.9716 -3.16714 0.0825865
5.97182 -3.16726 0.0589916
5.9543 -3.15796 0.0352904
5.78651 -3.06898 0.0114317
5.58332 -2.96121 -0.0110301
5.51258 -2.92369 -0.0326729
5.40644 -2.8674 -0.0534064
5.40624 -2.86729 -0.0747675
5.36181 -2.84373 -0.0953437
5.29082 -2.80608 -0.114992
5.29044 -2.80587 -0.135898
5.17518 -2.74474 -0.153397
4.98923 -2.64612 -0.167614
4.97985 -2.64115 -0.186996
6.6426 -3.49484 0.248995
6.5018 -3.42076 0.218047
6.52897 -3.43506 0.193186
6.23756 -3.28174 0.159946
5.8133 -3.05852 0.126127
6.06142 -3.18907 0.107596
5.98207 -3.14732 0.0825865
5.98229 -3.14743 0.0589916
5.96473 -3.1382 0.0352904
5.79666 -3.04977 0.0114317
5.59311 -2.94268 -0.0110301
5.52225 -2.90539 -0.0326729
5.41592 -2.84945 -0.0534064
5.41572 -2.84935 -0.0747675
5.37121 -2.82593 -0.0953437
5.3001 -2.78852 -0.114992
5.29971 -2.78831 -0.135898
5.18425 -2.72757 -0.153397
4.99798 -2.62956 -0.167614
4.98859 -2.62462 -0.186996
6.51239 -3.39881 0.24369
6.45994 -3.37143 0.216267
6.51374 -3.39951 0.192401
6.23068 -3.25178 0.159492
6.02727 -3.14563 0.130543
6.0365 -3.15044 0.106967
5.85064 -3.05344 0.0806318
5.85085 -3.05355 0.0575953
5.88646 -3.07213 0.0347668
5.8688 -3.06292 0.0115539
5.62944 -2.938 -0.0110824
5.63823 -2.94259 -0.0333013
5.52285 -2.88237 -0.0543663
5.52265 -2.88226 -0.0761113
5.35396 -2.79423 -0.0948725
5.32704 -2.78018 -0.115376
5.32665 -2.77997 -0.136352
5.16668 -2.69648 -0.152612
5.20162 -2.71472 -0.17414
5.01498 -2.61731 -0.187659
6.55025 -3.39098 0.244685
6.37344 -3.29944 0.213003
6.42732 -3.32734 0.189521
6.28582 -3.25409 0.160626
6.01991 -3.11643 0.130159
5.84269 -3.02468 0.103355
6.05609 -3.13516 0.0833195
6.05631 -3.13527 0.0595152
5.86997 -3.03881 0.0346097
5.67467 -2.9377 0.0111525
5.63915 -2.91931 -0.0110824
5.64796 -2.92387 -0.0333013
5.57678 -2.88702 -0.0548026
5.40786 -2.79958 -0.0744009
5.30104 -2.74428 -0.093773
5.12314 -2.65218 -0.110769
5.12277 -2.65199 -0.130907
5.24661 -2.7161 -0.154706
5.11239 -2.64662 -0.190974
6.56087 -3.37038 0.244685
6.38377 -3.2794 0.213003
6.43775 -3.30713 0.189521
6.29601 -3.23432 0.160626
6.02967 -3.0975 0.130159
5.85216 -3.00631 0.103355
6.06591 -3.11612 0.0833195
6.06613 -3.11623 0.0595152
5.87949 -3.02035 0.0346097
5.68387 -2.91986 0.0111525
5.64829 -2.90158 -0.0110824
5.65712 -2.90612 -0.0333013
5.58582 -2.86949 -0.0548026
5.41663 -2.78257 -0.0744009
5.30964 -2.72761 -0.093773
5.13145 -2.63607 -0.110769
5.13107 -2.63588 -0.130907
5.25512 -2.69961 -0.154706
5.12068 -2.63054 -0.190974
6.69669 -3.41213 0.249327
6.48367 -3.3036 0.21597
6.43977 -3.28123 0.18926
6.27998 -3.19981 0.159946
6.35171 -3.23636 0.136878
6.02246 -3.0686 0.106182
5.90693 -3.00973 0.0809983
5.90715 -3.00984 0.0578571
5.8271 -2.96906 0.0342432
5.88063 -2.99633 0.011519
5.81826 -2.96455 -0.0113966
5.63108 -2.86918 -0.0330918
5.55076 -2.82825 -0.0543663
5.41691 -2.76006 -0.0742788
5.4612 -2.78262 -0.0962862
5.45195 -2.77791 -0.117488
5.45156 -2.77771 -0.138847
5.21951 -2.65947 -0.153397
5.01361 -2.55456 -0.186664
6.60984 -3.34032 0.24568
6.54812 -3.30913 0.21775
6.25433 -3.16066 0.183501
6.27271 -3.16995 0.159492
6.05008 -3.05744 0.130159
6.05938 -3.06214 0.106653
6.11322 -3.08935 0.083686
6.11344 -3.08946 0.0597769
5.81014 -2.93619 0.0340861
5.90839 -2.98584 0.0115539
5.67634 -2.86857 -0.0110999
5.67627 -2.86853 -0.0333013
5.48871 -2.77375 -0.0536682
5.35464 -2.706 -0.0733014
5.23837 -2.64724 -0.0922022
5.29159 -2.67413 -0.113841
5.08598 -2.57023 -0.129318
5.08555 -2.57001 -0.149209
4.95123 -2.50213 -0.164647
4.89717 -2.47481 -0.182022
6.5494 -3.28256 0.243027
6.34459 -3.17991 0.21063
6.43458 -3.22501 0.188474
6.47982 -3.24768 0.164483
6.23896 -3.12696 0.133998
6.14995 -3.08235 0.108067
6.12343 -3.06906 0.083686
6.12365 -3.06917 0.0597769
5.81985 -2.9169 0.0340861
5.91826 -2.96623 0.0115539
5.68582 -2.84973 -0.0110999
5.68575 -2.84969 -0.0333013
5.49788 -2.75553 -0.0536682
5.36359 -2.68823 -0.0733014
5.24712 -2.62985 -0.0922022
5.30043 -2.65657 -0.113841
5.09448 -2.55335 -0.129318
5.09404 -2.55313 -0.149209
4.9595 -2.4857 -0.164647
5.03044 -2.52125 -0.186664
6.55968 -3.26196 0.243027
6.35455 -3.15996 0.21063
6.44468 -3.20478 0.188474
6.48999 -3.22731 0.164483
6.24875 -3.10734 0.133998
6.1596 -3.06301 0.108067
6.00769 -2.98747 0.0819756
6.00791 -2.98758 0.0585552
5.82003 -2.89415 0.0340338
5.77533 -2.87193 0.0112572
5.90068 -2.93426 -0.0115013
5.6499 -2.80955 -0.0330395
5.52441 -2.74715 -0.0538427
5.53317 -2.7515 -0.0755005
5.36279 -2.66678 -0.0940871
5.30875 -2.63991 -0.113841
5.08457 -2.52843 -0.128865
5.08414 -2.52821 -0.148685
4.96729 -2.47011 -0.164647
5.03834 -2.50544 -0.186664
6.76767 -3.33744 0.250321
6.48154 -3.19634 0.214487
6.49113 -3.20107 0.189521
6.32133 -3.11733 0.159946
6.21418 -3.0645 0.133038
6.19663 -3.05584 0.108538
5.89201 -2.90562 0.0802653
5.89223 -2.90573 0.0573335
5.92825 -2.92349 0.0346097
5.77585 -2.84833 0.0112397
5.71307 -2.81737 -0.0111173
5.66816 -2.79523 -0.0330918
5.47968 -2.70228 -0.0533191
5.57813 -2.75083 -0.0759891
5.28193 -2.60476 -0.0925164
5.36231 -2.6444 -0.1148
5.15569 -2.54251 -0.130453
5.15525 -2.54229 -0.150518
5.12785 -2.52878 -0.16969
5.07351 -2.50198 -0.187659
6.72483 -3.28864 0.248332
6.46516 -3.16165 0.213597
6.29517 -3.07852 0.183501
6.2957 -3.07879 0.159038
6.17042 -3.01752 0.131886
6.06301 -2.96499 0.106025
5.89263 -2.88167 0.0801431
5.89285 -2.88178 0.0572462
5.84808 -2.85988 0.0340861
5.80323 -2.83795 0.0112746
5.73137 -2.80281 -0.0111348
5.61451 -2.74566 -0.0327253
5.53353 -2.70606 -0.0537554
5.56028 -2.71914 -0.0756226
5.38036 -2.63115 -0.0940871
5.38003 -2.63099 -0.114992
5.22696 -2.55614 -0.132041
5.22652 -2.55592 -0.15235
5.26192 -2.57324 -0.173844
5.09076 -2.48953 -0.18799
6.73569 -3.26632 0.248332
6.47561 -3.1402 0.213597
6.30534 -3.05763 0.183501
6.30588 -3.05789 0.159038
6.18039 -2.99704 0.131886
6.07281 -2.94487 0.106025
6.0731 -2.94501 0.0824643
5.90237 -2.86222 0.0572462
5.85753 -2.84047 0.0340861
5.81261 -2.81869 0.0112746
5.74063 -2.78379 -0.0111348
