x y z
4.08539 -2.3587 0.156492
4.0945 -2.36396 0.140321
3.97369 -2.29421 0.120152
3.94806 -2.27941 0.103454
3.94835 -2.27958 0.0875403
3.94859 -2.27972 0.0716257
3.81023 -2.19984 0.0537545
3.77573 -2.17992 0.0380478
3.77582 -2.17997 0.0228288
3.85381 -2.225 -0.00776644
3.68922 -2.12997 -0.0223056
3.64583 -2.10492 -0.0367387
3.63704 -2.09984 -0.051311
3.64552 -2.10474 -0.066128
3.57603 -2.06462 -0.0792853
3.57576 -2.06447 -0.0936991
3.53217 -2.0393 -0.106802
3.59242 -2.07409 -0.123115
3.37564 -1.94893 -0.129305
4.20593 -2.40973 0.160803
4.14568 -2.37521 0.141804
4.042 -2.31581 0.121985
4.03367 -2.31104 0.105496
3.97324 -2.27641 0.0879242
3.97348 -2.27655 0.0719399
3.7828 -2.1673 0.0532658
3.93043 -2.25189 0.0395313
3.93053 -2.25195 0.0237189
3.88719 -2.22712 0.00781894
3.83513 -2.19729 -0.00771408
3.71361 -2.12767 -0.0224103
3.73088 -2.13756 -0.0375241
3.71339 -2.12754 -0.0522884
3.53969 -2.02802 -0.0640861
3.55683 -2.03784 -0.0787093
3.55657 -2.03769 -0.0930185
3.53024 -2.02261 -0.10654
3.55592 -2.03732 -0.121631
3.39943 -1.94766 -0.129969
4.10095 -2.33156 0.156492
4.04926 -2.30217 0.138244
4.01489 -2.28263 0.120938
3.99785 -2.27294 0.104362
3.98076 -2.26323 0.0879242
3.95493 -2.24854 0.0714687
3.90297 -2.219 0.054854
3.7901 -2.15483 0.0380478
3.79019 -2.15488 0.0228288
3.75547 -2.13514 0.00753969
3.73808 -2.12525 -0.00750465
3.70326 -2.10546 -0.0223056
3.71187 -2.11035 -0.0372623
3.65088 -2.07568 -0.051311
3.56378 -2.02616 -0.0644002
3.54618 -2.01615 -0.0783254
3.54592 -2.016 -0.0925647
3.45872 -1.96642 -0.104184
3.50183 -1.99093 -0.119555
3.41456 -1.94132 -0.1303
4.10825 -2.31866 0.156492
4.05647 -2.28944 0.138244
4.02204 -2.27001 0.120938
4.00497 -2.26037 0.104362
3.98785 -2.25071 0.0879242
3.96197 -2.2361 0.0714687
3.90992 -2.20672 0.054854
3.79685 -2.14291 0.0380478
3.79695 -2.14296 0.0228288
3.76216 -2.12333 0.00753969
3.74474 -2.1135 -0.00750465
3.70986 -2.09381 -0.0223056
3.71848 -2.09868 -0.0372623
3.65738 -2.0642 -0.051311
3.57013 -2.01495 -0.0644002
3.5525 -2.005 -0.0783254
3.55224 -2.00485 -0.0925647
3.46488 -1.95555 -0.104184
3.50806 -1.97992 -0.119555
3.42064 -1.93058 -0.1303
4.1944 -2.34898 0.159476
4.08148 -2.28574 0.138838
4.0906 -2.29085 0.12277
3.995 -2.23731 0.103908
3.96913 -2.22282 0.0873483
3.8734 -2.16921 0.0697409
3.85614 -2.15954 0.0539989
3.85629 -2.15962 0.0385714
3.85638 -2.15968 0.023143
3.8826 -2.17436 0.00776658
3.7779 -2.11573 -0.00755701
3.76041 -2.10593 -0.0225674
3.72542 -2.08633 -0.0372623
3.49845 -1.95923 -0.0489898
3.55062 -1.98844 -0.063929
3.53296 -1.97855 -0.0777495
3.5327 -1.97841 -0.0918841
3.51495 -1.96847 -0.105493
3.48845 -1.95362 -0.118665
3.43574 -1.92411 -0.130632
4.13227 -2.29622 0.156824
4.14146 -2.30132 0.140618
4.05449 -2.25299 0.121461
3.94997 -2.19491 0.102547
3.95026 -2.19507 0.0867724
3.92428 -2.18064 0.0705262
3.89825 -2.16617 0.0544875
3.89839 -2.16625 0.0389205
