x y z
2.41559 -1.39464 0.0632977
2.48503 -1.43474 0.0550966
2.32066 -1.33983 0.0420958
2.38139 -1.3749 0.0335966
2.41612 -1.39495 0.0243471
2.41618 -1.39498 0.0146083
2.36425 -1.365 0.00476467
2.29496 -1.325 -0.00462496
2.20833 -1.27498 -0.0133519
2.2256 -1.28495 -0.0224272
2.22552 -1.2849 -0.0313974
2.19943 -1.26984 -0.0398967
2.19064 -1.26477 -0.0485694
2.19048 -1.26467 -0.0573992
2.16432 -1.24957 -0.0654424
2.1468 -1.23945 -0.0735721
2.12925 -1.22932 -0.0815619
2.37683 -1.36177 0.0621633
2.4117 -1.38175 0.0533689
2.4292 -1.39178 0.0439807
2.42064 -1.38688 0.0340853
2.36867 -1.3571 0.0238235
2.36873 -1.35713 0.0142942
2.23861 -1.28258 0.00450287
2.24728 -1.28755 -0.00452024
2.31667 -1.32731 -0.0139803
2.22985 -1.27756 -0.0224272
2.28182 -1.30734 -0.0321305
2.26436 -1.29734 -0.0409962
2.25555 -1.29229 -0.0499132
2.25538 -1.29219 -0.0589873
2.2205 -1.2722 -0.067013
2.20293 -1.26214 -0.0753521
2.12464 -1.21729 -0.0812304
2.4074 -1.36871 0.062844
2.3815 -1.35398 0.052601
2.38165 -1.35407 0.0430383
2.37307 -1.34919 0.0333522
2.39055 -1.35912 0.023998
2.3906 -1.35916 0.0143989
2.35586 -1.3394 0.00472976
2.32978 -1.32458 -0.00467732
2.2689 -1.28996 -0.0136661
2.26015 -1.28499 -0.022689
2.26876 -1.28988 -0.0318861
2.26865 -1.28982 -0.0409962
2.35543 -1.33916 -0.052025
2.35526 -1.33906 -0.061483
2.33768 -1.32906 -0.070416
2.18104 -1.24001 -0.0744621
2.17211 -1.23493 -0.0828881
2.41169 -1.36114 0.062844
2.38575 -1.34649 0.052601
2.38589 -1.34658 0.0430383
2.3773 -1.34173 0.0333522
2.3948 -1.35161 0.023998
2.39486 -1.35164 0.0143989
2.36006 -1.332 0.00472976
2.33393 -1.31725 -0.00467732
2.27294 -1.28283 -0.0136661
2.26418 -1.27788 -0.022689
2.2728 -1.28275 -0.0318861
2.27269 -1.28269 -0.0409962
2.35963 -1.33175 -0.052025
2.35945 -1.33165 -0.061483
2.34184 -1.32171 -0.070416
2.18492 -1.23315 -0.0744621
2.17598 -1.2281 -0.0828881
2.51141 -1.40646 0.0954869
2.49424 -1.39684 0.0848453
2.49448 -1.39698 0.0748662
2.4947 -1.3971 0.0648858
2.45126 -1.37277 0.0539448
2.40779 -1.34843 0.0433524
2.32067 -1.29964 0.0324971
2.3382 -1.30946 0.0233872
2.33826 -1.30949 0.0140324
2.28594 -1.28019 0.00457268
2.28594 -1.28019 -0.0045726
2.29463 -1.28506 -0.0137708
2.29458 -1.28503 -0.0229508
2.27704 -1.27521 -0.0318861
2.29438 -1.28492 -0.0413104
2.25935 -1.2653 -0.0497213
2.25918 -1.2652 -0.0587605
2.29388 -1.28463 -0.0688454
2.20644 -1.23567 -0.0750554
2.23236 -1.25018 -0.0848774
2.52479 -1.40297 0.0958184
2.5076 -1.39342 0.085142
2.49036 -1.38384 0.0746044
2.49058 -1.38396 0.0646589
2.38588 -1.32579 0.052409
2.40351 -1.33558 0.0431953
2.35118 -1.3065 0.0328636
2.35127 -1.30655 0.0234745
2.29888 -1.27744 0.0137706
2.35136 -1.3066 0.00469485
2.27269 -1.26288 -0.00453769
2.29014 -1.27258 -0.0137184
2.28134 -1.26769 -0.0227762
2.29874 -1.27736 -0.0321305
2.29863 -1.2773 -0.0413104
2.28975 -1.27237 -0.0502972
2.28958 -1.27227 -0.0594411
2.28939 -1.27216 -0.0685836
2.26295 -1.25747 -0.0768354
2.18408 -1.21365 -0.0828881
2.52943 -1.39459 0.0958184
2.5122 -1.38509 0.085142
2.49494 -1.37558 0.0746044
2.49515 -1.37569 0.0646589
2.39027 -1.31787 0.052409
2.40793 -1.3276 0.0431953
2.3555 -1.2987 0.0328636
2.35559 -1.29875 0.0234745
2.30311 -1.26981 0.0137706
2.35568 -1.29879 0.00469485
2.27686 -1.25534 -0.00453769
2.29435 -1.26498 -0.0137184
2.28554 -1.26012 -0.0227762
2.30297 -1.26973 -0.0321305
2.30285 -1.26967 -0.0413104
2.29396 -1.26477 -0.0502972
2.29379 -1.26467 -0.0594411
2.29359 -1.26457 -0.0685836
2.26711 -1.24996 -0.0768354
2.18809 -1.2064 -0.0828881
2.5075 -1.37225 0.0948238
2.50777 -1.3724 0.0848453
2.46417 -1.34854 0.0735574
2.62224 -1.43504 0.0678352
2.46456 -1.34875 0.0539448
2.42963 -1.32963 0.0435095
2.36834 -1.29609 0.0329857
2.36843 -1.29614 0.0235617
2.30708 -1.26257 0.0137706
2.35097 -1.28659 0.0046774
2.21939 -1.21458 -0.00441553
2.35094 -1.28657 -0.0140326
2.30703 -1.26254 -0.0229508
2.30694 -1.26249 -0.0321305
2.29806 -1.25763 -0.0411533
2.28038 -1.24795 -0.0499132
2.28021 -1.24786 -0.0589873
2.30632 -1.26215 -0.0688454
2.27979 -1.24763 -0.077132
2.2094 -1.20911 -0.0835512
2.54717 -1.383 0.09615
2.52988 -1.37361 0.0854387
2.53013 -1.37375 0.0753898
2.60063 -1.41203 0.0671546
2.4163 -1.31194 0.0527929
2.3813 -1.29294 0.0425671
2.40778 -1.30732 0.0334744
2.40787 -1.30737 0.0239108
2.38156 -1.29308 0.0141895
2.31129 -1.25493 0.00459014
2.33765 -1.26924 -0.00464241
2.2761 -1.23582 -0.0135614
2.25847 -1.22625 -0.0224272
2.26718 -1.23098 -0.0315196
2.22313 -1.20706 -0.0397396
2.30208 -1.24993 -0.0502972
2.30191 -1.24983 -0.0594411
2.3105 -1.2545 -0.0688454
2.33662 -1.26868 -0.078912
2.19583 -1.19224 -0.0828881
2.55174 -1.37455 0.09615
2.53442 -1.36522 0.0854387
2.53467 -1.36535 0.0753898
2.6053 -1.40339 0.0671546
2.42064 -1.30392 0.0527929
2.38558 -1.28504 0.0425671
2.4121 -1.29933 0.0334744
2.41219 -1.29937 0.0239108
2.38584 -1.28518 0.0141895
2.31543 -1.24725 0.00459014
2.34185 -1.26148 -0.00464241
2.28019 -1.22827 -0.0135614
2.26253 -1.21876 -0.0224272
2.27125 -1.22345 -0.0315196
2.22712 -1.19968 -0.0397396
2.30621 -1.24228 -0.0502972
2.30604 -1.24219 -0.0594411
2.31464 -1.24683 -0.0688454
2.34082 -1.26093 -0.078912
2.19978 -1.18495 -0.0828881
2.51221 -1.34252 0.0944922
2.49485 -1.33325 0.0839553
2.47746 -1.32395 0.0735574
2.55703 -1.36648 0.0657933
2.53077 -1.35244 0.0550966
2.43392 -1.30068 0.0433524
2.39876 -1.28189 0.0332301
2.39885 -1.28194 0.0237362
2.38127 -1.27255 0.0141371
2.32838 -1.24428 0.00460759
2.31956 -1.23957 -0.00459005
2.40772 -1.28669 -0.0142944
2.37239 -1.2678 -0.0234744
2.25766 -1.20649 -0.0312753
2.26636 -1.21114 -0.0403679
2.3015 -1.22992 -0.0501052
2.30133 -1.22983 -0.0592142
2.2835 -1.2203 -0.0677983
2.24801 -1.20134 -0.0756487
2.18606 -1.16823 -0.082225
2.59588 -1.37677 0.0974762
2.55201 -1.3535 0.0857353
2.49044 -1.32085 0.0738191
2.50832 -1.33033 0.0644321
2.5085 -1.33043 0.0545207
2.35849 -1.25087 0.0419388
2.49111 -1.3212 0.0344518
2.4912 -1.32125 0.0246089
2.48243 -1.3166 0.0147131
2.34994 -1.24633 0.00464249
2.35878 -1.25102 -0.00465986
2.37642 -1.26037 -0.014085
2.29685 -1.21817 -0.022689
2.35861 -1.25093 -0.0326191
2.28782 -1.21339 -0.0406821
2.26119 -1.19926 -0.0491453
2.26102 -1.19917 -0.0580798
2.26966 -1.20375 -0.0672748
2.25178 -1.19427 -0.0756487
2.14558 -1.13794 -0.0805673
2.60043 -1.36815 0.0974762
2.55649 -1.34503 0.0857353
2.49481 -1.31258 0.0738191
2.51272 -1.322 0.0644321
2.5129 -1.3221 0.0545207
2.36263 -1.24304 0.0419388
2.49548 -1.31293 0.0344518
2.49557 -1.31298 0.0246089
2.48678 -1.30836 0.0147131
2.35406 -1.23853 0.00464249
2.36291 -1.24319 -0.00465986
2.38058 -1.25249 -0.014085
2.30088 -1.21055 -0.022689
2.36274 -1.2431 -0.0326191
2.29184 -1.20579 -0.0406821
2.26515 -1.19175 -0.0491453
2.26499 -1.19167 -0.0580798
2.27364 -1.19622 -0.0672748
2.25573 -1.18679 -0.0756487
2.14934 -1.13082 -0.0805673
2.56951 -1.34103 0.09615
2.49004 -1.29955 0.083362
2.54346 -1.32743 0.075128
2.46391 -1.28591 0.0630708
2.49068 -1.29988 0.0539448
2.42878 -1.26758 0.0430383
2.4289 -1.26764 0.0334744
2.42899 -1.26769 0.0239108
2.42019 -1.26309 0.0142942
2.39362 -1.24923 0.00471231
2.2961 -1.19833 -0.00452024
2.37586 -1.23996 -0.0140326
2.38467 -1.24455 -0.0234744
2.33139 -1.21675 -0.0321305
2.3756 -1.23982 -0.0420957
2.32227 -1.21199 -0.0502972
2.3221 -1.2119 -0.0594411
2.25987 -1.17942 -0.0667513
2.23306 -1.16543 -0.0747587
2.22396 -1.16068 -0.0832197
2.54732 -1.31871 0.0951553
2.50322 -1.29588 0.0836587
2.47683 -1.28222 0.0730338
2.48592 -1.28693 0.0635246
2.46834 -1.27783 0.0533689
2.42409 -1.25492 0.0428812
2.42421 -1.25498 0.0333522
2.4243 -1.25503 0.0238235
2.45988 -1.27345 0.0145036
2.36223 -1.22289 0.00464249
2.40663 -1.24588 -0.00472967
2.37996 -1.23207 -0.0140326
2.31774 -1.19986 -0.0227762
2.36205 -1.2228 -0.032497
2.29978 -1.19057 -0.0406821
2.3174 -1.19969 -0.0501052
2.31723 -1.1996 -0.0592142
2.29928 -1.19031 -0.0677983
2.26355 -1.17181 -0.0756487
2.20117 -1.13952 -0.082225
2.55145 -1.3107 0.0951553
2.50728 -1.28801 0.0836587
2.48084 -1.27443 0.0730338
2.48995 -1.27911 0.0635246
2.47234 -1.27007 0.0533689
2.42802 -1.2473 0.0428812
2.42814 -1.24736 0.0333522
2.42823 -1.24741 0.0238235
2.46387 -1.26571 0.0145036
2.36606 -1.21547 0.00464249
2.41053 -1.23831 -0.00472967
2.38382 -1.22459 -0.0140326
2.3215 -1.19257 -0.0227762
2.36588 -1.21538 -0.032497
2.30351 -1.18334 -0.0406821
2.32116 -1.1924 -0.0501052
2.32099 -1.19231 -0.0592142
2.30301 -1.18308 -0.0677983
2.26722 -1.16469 -0.0756487
2.20474 -1.13259 -0.082225
2.51126 -1.27955 0.0934976
2.51153 -1.27969 0.0836587
2.54741 -1.29797 0.0748662
2.51199 -1.27992 0.0639783
2.46763 -1.25732 0.0531769
2.40542 -1.22562 0.04241
2.40554 -1.22568 0.0329857
2.40563 -1.22573 0.0235617
2.39677 -1.22122 0.0140847
2.38789 -1.21669 0.0046774
2.29879 -1.17129 -0.00450279
2.38786 -1.21668 -0.0140326
2.29871 -1.17125 -0.0225144
2.37881 -1.21206 -0.0326191
2.31633 -1.18023 -0.0408392
2.3251 -1.1847 -0.0501052
2.32493 -1.18461 -0.0592142
2.22675 -1.13459 -0.0654424
2.24435 -1.14355 -0.0747587
2.19067 -1.1162 -0.0815619
2.53333 -1.28023 0.0941607
2.52468 -1.27586 0.0839553
2.54277 -1.285 0.0746044
2.46269 -1.24453 0.0626171
2.47179 -1.24913 0.0531769
2.40947 -1.21764 0.04241
2.47206 -1.24927 0.0338409
2.47215 -1.24931 0.0241726
2.40081 -1.21326 0.0140847
2.41869 -1.2223 0.00472976
2.36514 -1.19524 -0.00462496
2.44544 -1.23581 -0.0143468
2.39183 -1.20872 -0.0233871
2.48991 -1.25829 -0.0340852
2.347 -1.18607 -0.0413104
2.37363 -1.19953 -0.0510651
2.38238 -1.20395 -0.0605755
2.38218 -1.20385 -0.0698925
2.24813 -1.1361 -0.0747587
2.3014 -1.16303 -0.0855405
2.5733 -1.28974 0.0954869
2.54677 -1.27644 0.0845487
2.48446 -1.24521 0.072772
2.55618 -1.28115 0.0648858
2.4491 -1.22749 0.052601
2.42244 -1.21412 0.0425671
2.47619 -1.24106 0.0338409
2.47628 -1.24111 0.0241726
2.40482 -1.20529 0.0140847
2.42273 -1.21427 0.00472976
2.36909 -1.18739 -0.00462496
2.44952 -1.2277 -0.0143468
2.39582 -1.20079 -0.0233871
2.49407 -1.25003 -0.0340852
2.35092 -1.17828 -0.0413104
2.3776 -1.19165 -0.0510651
2.38636 -1.19604 -0.0605755
2.38616 -1.19594 -0.0698925
2.26976 -1.1376 -0.0753521
2.2427 -1.12404 -0.0832197
2.57734 -1.28165 0.0954869
2.55077 -1.26843 0.0845487
2.48836 -1.2374 0.072772
2.56019 -1.27312 0.0648858
2.45295 -1.21979 0.052601
2.42624 -1.20651 0.0425671
2.4174 -1.20211 0.0329857
2.41749 -1.20216 0.0235617
2.47127 -1.2289 0.0144513
2.3549 -1.17103 0.00459014
2.38176 -1.18439 -0.00464241
2.43546 -1.21109 -0.0142421
2.34586 -1.16654 -0.0228635
2.30101 -1.14423 -0.0313974
2.3188 -1.15308 -0.0406821
2.35447 -1.17082 -0.0504892
2.24688 -1.11732 -0.0569455
2.24669 -1.11722 -0.0657042
2.27332 -1.13046 -0.0753521
2.24622 -1.11699 -0.0832197
2.52779 -1.24657 0.0934976
2.56393 -1.26439 0.0848453
2.54625 -1.25567 0.0743427
2.51956 -1.24251 0.0637515
2.42111 -1.19396 0.0518331
2.48403 -1.22499 0.0435095
2.3317 -1.14986 0.031764
2.33178 -1.14991 0.0226891
2.34081 -1.15436 0.0136659
2.51124 -1.23841 0.00488684
2.39465 -1.18091 -0.00465986
2.27803 -1.1234 -0.0132996
2.32281 -1.14548 -0.0226017
2.39447 -1.18082 -0.0326191
2.28674 -1.1277 -0.0400538
2.2866 -1.12763 -0.0489534
2.3223 -1.14523 -0.0587605
2.3221 -1.14514 -0.0677983
2.26809 -1.1185 -0.0750554
2.24095 -1.10511 -0.0828881
2.56782 -1.25574 0.0948238
2.46933 -1.20758 0.081582
2.53244 -1.23844 0.0738191
2.48775 -1.21658 0.062844
2.44302 -1.19471 0.052217
2.4252 -1.186 0.04241
2.37143 -1.1597 0.0322527
2.37151 -1.15974 0.0230381
2.34462 -1.14659 0.0136659
2.39855 -1.17296 0.00465995
2.39855 -1.17296 -0.00465986
2.3536 -1.15098 -0.0137184
2.33558 -1.14217 -0.022689
2.36244 -1.1553 -0.0321305
2.38927 -1.16843 -0.0417816
2.30829 -1.12882 -0.0493373
2.2722 -1.11117 -0.0573992
2.27201 -1.11108 -0.0662277
2.28974 -1.11975 -0.0756487
2.1638 -1.05816 -0.0799041
2.57197 -1.24722 0.0948238
2.47332 -1.19938 0.081582
2.53653 -1.23003 0.0738191
2.49177 -1.20833 0.062844
2.44697 -1.1866 0.052217
2.42912 -1.17795 0.04241
2.42924 -1.178 0.0329857
2.37535 -1.15187 0.0230381
2.34841 -1.13881 0.0136659
2.40243 -1.165 0.00465995
2.40243 -1.165 -0.00465986
2.35741 -1.14317 -0.0137184
2.33936 -1.13442 -0.022689
2.36626 -1.14746 -0.0321305
2.39314 -1.1605 -0.0417816
2.31202 -1.12116 -0.0493373
2.27587 -1.10363 -0.0573992
2.27568 -1.10354 -0.0662277
2.29345 -1.11215 -0.0756487
2.16729 -1.05098 -0.0799041
2.59389 -1.2478 0.0954869
2.48609 -1.19594 0.0818787
2.53137 -1.21772 0.0735574
2.50456 -1.20482 0.0630708
2.49573 -1.20058 0.0531769
2.41479 -1.16164 0.0420958
2.41491 -1.1617 0.0327414
2.36994 -1.14007 0.0229509
2.35198 -1.13142 0.0136659
2.36102 -1.13577 0.00457268
2.41509 -1.16178 -0.00467732
2.36099 -1.13576 -0.0137184
2.27983 -1.09672 -0.0220781
2.31579 -1.11402 -0.0313974
2.34271 -1.12697 -0.0408392
2.36058 -1.13557 -0.0502972
2.36041 -1.13548 -0.0594411
2.36021 -1.13539 -0.0685836
2.21586 -1.06595 -0.0729788
2.16158 -1.03983 -0.0795726
2.57095 -1.22628 0.0944922
2.53515 -1.2092 0.083362
2.49028 -1.1878 0.0722485
2.51756 -1.20082 0.0632977
2.48165 -1.18369 0.0527929
2.40961 -1.14932 0.0419388
2.40972 -1.14938 0.0326192
2.37371 -1.1322 0.0229509
2.4189 -1.15375 0.0140324
2.33769 -1.11502 0.00452032
2.32867 -1.11072 -0.00450279
2.36474 -1.12792 -0.0137184
2.31956 -1.10637 -0.0224272
2.33752 -1.11494 -0.0316418
2.34643 -1.11919 -0.0408392
2.29214 -1.0933 -0.0487614
2.28295 -1.08891 -0.0573992
2.28276 -1.08882 -0.0662277
2.2284 -1.06289 -0.0732754
2.2011 -1.04987 -0.0808988
2.55694 -1.2092 0.0938291
2.51204 -1.18797 0.082472
2.51228 -1.18809 0.072772
2.5125 -1.18819 0.0630708
2.4946 -1.17973 0.0529849
2.37725 -1.12423 0.0413105
2.37736 -1.12428 0.0321305
2.33225 -1.10295 0.0225145
2.40463 -1.13718 0.0139277
2.3233 -1.09871 0.00448542
2.35946 -1.11581 -0.00455515
2.35943 -1.1158 -0.0136661
2.32321 -1.09867 -0.0224272
2.35025 -1.11146 -0.0317639
2.27782 -1.07721 -0.0395826
2.27768 -1.07714 -0.0483775
2.27751 -1.07706 -0.0571723
2.27732 -1.07697 -0.0659659
2.29517 -1.08541 -0.0753521
2.20457 -1.04256 -0.0808988
2.56093 -1.20072 0.0938291
2.51596 -1.17963 0.082472
2.51621 -1.17975 0.072772
2.51642 -1.17985 0.0630708
2.4985 -1.17145 0.0529849
2.38096 -1.11634 0.0413105
2.38108 -1.11639 0.0321305
2.3359 -1.09521 0.0225145
2.40839 -1.1292 0.0139277
2.32693 -1.091 0.00448542
2.36314 -1.10798 -0.00455515
2.36312 -1.10797 -0.0136661
2.32684 -1.09096 -0.0224272
2.35392 -1.10366 -0.0317639
2.28138 -1.06965 -0.0395826
2.28124 -1.06958 -0.0483775
2.28107 -1.0695 -0.0571723
2.28088 -1.06941 -0.0659659
2.29876 -1.07779 -0.0753521
2.20801 -1.03525 -0.0808988
2.54657 -1.18424 0.093166
2.50153 -1.16329 0.0818787
2.52897 -1.17605 0.0730338
2.51105 -1.16772 0.062844
2.38431 -1.10879 0.0504893
2.38446 -1.10885 0.0413105
2.38457 -1.10891 0.0321305
2.42093 -1.12581 0.0232999
2.34845 -1.09211 0.0135611
2.33941 -1.0879 0.00450287
2.29407 -1.06682 -0.00441553
2.35752 -1.09632 -0.0136137
2.24865 -1.0457 -0.0216418
2.29391 -1.06674 -0.0309088
2.2394 -1.04139 -0.0387972
2.29365 -1.06663 -0.0485694
2.26629 -1.0539 -0.0567186
2.2661 -1.05381 -0.0654424
2.23869 -1.04106 -0.0732754
2.16594 -1.00723 -0.079241
2.5051 -1.15487 0.0915082
2.51445 -1.15918 0.0821754
2.46022 -1.13418 0.0709397
2.53307 -1.16776 0.0632977
2.3789 -1.09669 0.0502973
2.36996 -1.09257 0.0409963
2.37008 -1.09262 0.0318862
2.36108 -1.08847 0.0226891
2.37022 -1.09269 0.0136659
2.34301 -1.08014 0.00450287
2.33392 -1.07595 -0.00448534
2.37022 -1.09269 -0.0136661
2.37016 -1.09266 -0.0227762
2.35192 -1.08425 -0.0316418
2.33364 -1.07582 -0.0403679
2.27902 -1.05064 -0.0481855
2.36056 -1.08824 -0.0589873
2.36036 -1.08814 -0.0680601
2.30567 -1.06293 -0.0753521
