x y z
1.56664 -0.904502 0.0600108
1.35906 -0.784655 0.0465759
1.55831 -0.899692 0.0471186
1.49784 -0.864777 0.0392491
1.57588 -0.909832 0.0349393
1.41145 -0.814899 0.0256031
1.57605 -0.909932 0.0222348
1.54147 -0.889966 0.0155333
1.5415 -0.889988 0.00932001
1.5242 -0.879999 0.00307173
1.50688 -0.869999 -0.00303676
1.35098 -0.779989 -0.00816824
1.40291 -0.809969 -0.014137
1.42884 -0.824938 -0.0201579
1.44608 -0.834897 -0.0262313
1.42868 -0.824848 -0.0316757
1.42857 -0.824788 -0.0374343
1.41979 -0.819719 -0.0429302
1.39369 -0.804646 -0.0477625
1.40219 -0.809555 -0.0537115
1.50026 -0.859554 0.0573584
1.46573 -0.839772 0.0501359
1.4572 -0.834884 0.0439773
1.466 -0.839926 0.0383416
1.47478 -0.844957 0.0326356
1.51825 -0.869862 0.0274879
1.54435 -0.884817 0.0217461
1.40559 -0.805312 0.014137
1.40562 -0.805332 0.00848226
1.44034 -0.825227 0.0028972
1.46637 -0.840141 -0.0029495
1.46636 -0.84013 -0.00884892
1.42294 -0.815255 -0.0143115
1.42289 -0.815225 -0.0200357
1.42282 -0.815185 -0.0257601
1.43141 -0.820106 -0.0316757
1.4313 -0.820046 -0.0374343
1.42251 -0.815006 -0.0429302
1.35298 -0.775174 -0.0462792
1.37018 -0.785026 -0.0523853
1.43359 -0.815056 0.054706
1.3903 -0.790445 0.0474659
1.50341 -0.854751 0.0452862
1.4427 -0.820236 0.037661
1.44281 -0.820296 0.0318677
1.3995 -0.795676 0.0196693
1.43433 -0.815474 0.0143988
1.43436 -0.815494 0.00863934
1.49523 -0.850101 0.00300191
1.48654 -0.845158 -0.00298441
1.42567 -0.810551 -0.00858712
1.45171 -0.825358 -0.0145733
1.41689 -0.80556 -0.0199136
1.40813 -0.800579 -0.0254459
1.44281 -0.820296 -0.0318677
1.4427 -0.820236 -0.0376611
1.41651 -0.805344 -0.0426685
1.38161 -0.785504 -0.0471692
1.36409 -0.775539 -0.0520537
1.43615 -0.810549 0.054706
1.39278 -0.786073 0.0474659
1.50609 -0.850024 0.0452862
1.44527 -0.8157 0.037661
1.44538 -0.815759 0.0318677
1.402 -0.791275 0.0196693
1.43688 -0.810964 0.0143988
1.43692 -0.810983 0.00863934
1.4979 -0.845399 0.00300191
1.48919 -0.840484 -0.00298441
1.42821 -0.806068 -0.00858712
1.4543 -0.820794 -0.0145733
1.41941 -0.801105 -0.0199136
1.41064 -0.796151 -0.0254459
1.44538 -0.815759 -0.0318677
1.44527 -0.8157 -0.0376611
1.41903 -0.80089 -0.0426685
1.38408 -0.78116 -0.0471692
1.36652 -0.771249 -0.0520537
1.45627 -0.815549 0.0553691
1.43898 -0.80587 0.0489492
1.42168 -0.79618 0.0426685
1.46542 -0.820672 0.0381147
1.40446 -0.786535 0.0309079
1.42199 -0.796354 0.0256031
1.41334 -0.791507 0.0197914
1.38722 -0.776878 0.0138752
1.38725 -0.776897 0.00832518
1.39599 -0.781793 0.00279248
1.35237 -0.757362 -0.00270516
1.39597 -0.781783 -0.00837768
1.46574 -0.820852 -0.0146606
1.40461 -0.786622 -0.0196692
1.3871 -0.776812 -0.0249747
1.41318 -0.791421 -0.0310998
1.41308 -0.791363 -0.0367537
1.39552 -0.781526 -0.0418831
1.32561 -0.742377 -0.0450926
1.36907 -0.766714 -0.0520537
1.45896 -0.810715 0.0553691
1.46786 -0.815659 0.0498392
1.44179 -0.801172 0.043192
1.372 -0.762392 0.0356191
1.49446 -0.830437 0.0328276
1.45959 -0.811061 0.0262314
1.41596 -0.786816 0.0197914
1.41601 -0.786845 0.014137
1.45101 -0.806293 0.0086917
1.48599 -0.825732 0.00296701
1.40732 -0.782016 -0.00280988
1.48597 -0.825722 -0.00890128
1.42475 -0.791702 -0.0142242
1.47714 -0.820814 -0.0206466
1.36345 -0.757638 -0.0245035
1.4595 -0.811012 -0.0320597
1.45939 -0.810952 -0.037888
1.29324 -0.718627 -0.0387419
1.39796 -0.776818 -0.0474659
1.39781 -0.776733 -0.0530484
1.46164 -0.805873 0.0553691
1.47056 -0.810787 0.0498392
1.44444 -0.796386 0.043192
1.37452 -0.757838 0.0356191
1.4972 -0.825477 0.0328276
1.46227 -0.806216 0.0262314
1.41856 -0.782116 0.0197914
1.41861 -0.782145 0.014137
1.45367 -0.801477 0.0086917
1.48872 -0.820799 0.00296701
1.4099 -0.777345 -0.00280988
1.4887 -0.820789 -0.00890128
1.42737 -0.786973 -0.0142242
1.47985 -0.815912 -0.0206466
1.36595 -0.753112 -0.0245035
1.46218 -0.806167 -0.0320597
1.46207 -0.806108 -0.037888
1.29562 -0.714335 -0.0387419
1.40053 -0.772178 -0.0474659
1.40038 -0.772094 -0.0530484
1.4817 -0.810873 0.0560322
1.42926 -0.78217 0.0483559
1.46447 -0.801443 0.0437156
1.4646 -0.801511 0.0378879
1.49102 -0.815969 0.0326356
1.41217 -0.772818 0.0252889
1.51749 -0.83046 0.0211353
1.51755 -0.83049 0.015097
1.52636 -0.835311 0.00911057
1.52638 -0.835321 0.00303682
1.33339 -0.729706 -0.00265281
1.47373 -0.806507 -0.00879656
1.39474 -0.763283 -0.0138752
1.39469 -0.763255 -0.0194249
1.30691 -0.715217 -0.023404
1.42085 -0.777571 -0.0310998
1.42075 -0.777514 -0.0367537
1.40309 -0.76785 -0.0418831
1.37664 -0.753379 -0.0465759
1.42033 -0.777287 -0.0537115
1.54587 -0.839338 0.0583531
1.46698 -0.796504 0.0495425
1.47591 -0.801352 0.0439773
1.48482 -0.806191 0.0383416
1.48493 -0.80625 0.0324437
1.41472 -0.768131 0.0252889
1.5466 -0.839737 0.0215018
1.54666 -0.839768 0.0153587
1.50276 -0.81593 0.00895349
1.46762 -0.796854 0.00291465
1.47641 -0.801625 -0.00293205
1.41488 -0.768215 -0.00843004
1.37969 -0.749111 -0.0137007
1.44994 -0.787253 -0.0201579
1.35321 -0.734734 -0.0241893
1.44099 -0.782396 -0.0314837
1.44089 -0.782339 -0.0372074
1.40563 -0.763192 -0.0418831
