x y z
3.29774 -1.90395 0.126321
3.07304 -1.77422 0.105315
3.10797 -1.79438 0.0939754
3.05628 -1.76455 0.0800864
3.21236 -1.85466 0.0712225
3.03071 -1.74978 0.0549759
3.00488 -1.73487 0.0423928
3.03097 -1.74993 0.030543
3.03105 -1.74998 0.0183259
2.97912 -1.72 0.00600383
2.9618 -1.71 -0.00596881
2.8665 -1.65498 -0.0173313
2.86643 -1.65494 -0.0288848
2.83169 -1.63488 -0.0399493
2.82289 -1.6298 -0.051206
2.79675 -1.6147 -0.0620076
2.79654 -1.61458 -0.0732804
2.77899 -1.60445 -0.0840281
2.75275 -1.5893 -0.0943384
2.71782 -1.56914 -0.104107
3.26068 -1.86816 0.124663
3.17431 -1.81868 0.108578
3.1139 -1.78407 0.0939754
3.08814 -1.76931 0.080767
3.05367 -1.74956 0.067575
3.15796 -1.80931 0.0571749
3.04532 -1.74478 0.0428814
3.01941 -1.72993 0.0303684
3.01948 -1.72997 0.0182211
2.99349 -1.71508 0.00602128
2.92407 -1.67531 -0.00588155
2.94139 -1.68523 -0.0177502
2.90661 -1.66531 -0.0292339
2.88048 -1.65033 -0.0405601
2.87166 -1.64528 -0.0519914
2.81076 -1.61039 -0.0621996
2.81056 -1.61027 -0.0735073
2.81899 -1.6151 -0.0850751
2.71464 -1.55532 -0.0928551
2.76637 -1.58496 -0.105765
3.14522 -1.78818 0.120022
3.17163 -1.8032 0.108282
3.14587 -1.78856 0.0947607
3.12876 -1.77883 0.0816745
3.10291 -1.76413 0.0685348
3.09441 -1.7593 0.0559183
3.10325 -1.76432 0.0436145
3.00774 -1.71002 0.0301939
3.00781 -1.71007 0.0181164
3.03393 -1.72491 0.00609109
3.00785 -1.71009 -0.00603862
2.92088 -1.66064 -0.0175931
2.92951 -1.66554 -0.0294084
2.85986 -1.62595 -0.0401936
2.83364 -1.61104 -0.051206
2.75524 -1.56647 -0.0608558
2.75504 -1.56635 -0.0719192
2.78957 -1.58598 -0.0840281
2.66765 -1.51667 -0.0910751
2.70211 -1.53626 -0.103113
3.15082 -1.77829 0.120022
3.17728 -1.79323 0.108282
3.15147 -1.77866 0.0947607
3.13433 -1.76899 0.0816745
3.10844 -1.75437 0.0685348
3.09992 -1.74957 0.0559183
3.10878 -1.75457 0.0436145
3.0131 -1.70057 0.0301939
3.01317 -1.70061 0.0181164
3.03933 -1.71537 0.00609109
3.01321 -1.70063 -0.00603862
2.92609 -1.65146 -0.0175931
2.93472 -1.65633 -0.0294084
2.86495 -1.61695 -0.0401936
2.83869 -1.60213 -0.051206
2.76015 -1.55781 -0.0608558
2.75995 -1.55769 -0.0719192
2.79454 -1.57721 -0.0840281
2.6724 -1.50828 -0.0910751
2.70692 -1.52776 -0.103113
3.16542 -1.77272 0.120353
3.16577 -1.77291 0.107688
3.10502 -1.7389 0.0931901
3.14018 -1.75858 0.0816745
3.09679 -1.73429 0.0681509
3.01846 -1.69042 0.0543476
3.01861 -1.6905 0.0422706
2.99255 -1.67591 0.0299321
2.99262 -1.67595 0.0179594
2.98393 -1.67108 0.00596892
2.96648 -1.66131 -0.00593391
2.949 -1.65152 -0.0176978
2.94892 -1.65148 -0.0294957
2.85285 -1.59767 -0.0399493
2.84399 -1.59271 -0.051206
2.7653 -1.54864 -0.0608558
2.7651 -1.54853 -0.0719192
2.82592 -1.58259 -0.0848134
2.71227 -1.51894 -0.0922618
2.75557 -1.54319 -0.104771
3.19749 -1.77678 0.121348
3.18037 -1.76726 0.107985
3.12825 -1.7383 0.0937136
3.1023 -1.72388 0.0805401
3.09378 -1.71915 0.0679589
3.03279 -1.68526 0.0545047
2.9805 -1.6562 0.0416598
2.98061 -1.65626 0.0297576
3.03313 -1.68544 0.0181688
2.96323 -1.64661 0.00591656
2.92827 -1.62718 -0.00584664
2.98068 -1.6563 -0.0178549
2.8932 -1.60769 -0.0288848
2.94554 -1.63677 -0.041171
2.82303 -1.5687 -0.0507348
2.82286 -1.5686 -0.0620076
2.82265 -1.56849 -0.0732804
2.78746 -1.54893 -0.0835045
2.72603 -1.5148 -0.0925584
2.72573 -1.51463 -0.103444
3.20336 -1.76616 0.121348
3.18621 -1.75671 0.107985
3.13399 -1.72792 0.0937136
3.108 -1.71358 0.0805401
3.09947 -1.70888 0.0679589
3.03836 -1.67519 0.0545047
2.98597 -1.64631 0.0416598
2.98608 -1.64637 0.0297576
3.0387 -1.67538 0.0181688
2.96868 -1.63677 0.00591656
2.93365 -1.61746 -0.00584664
2.98616 -1.64641 -0.0178549
2.89851 -1.59809 -0.0288848
2.95095 -1.627 -0.041171
2.82822 -1.55933 -0.0507348
2.82805 -1.55923 -0.0620076
2.82784 -1.55912 -0.0732804
2.79258 -1.53968 -0.0835045
2.73104 -1.50575 -0.0925584
2.73074 -1.50558 -0.103444
3.15629 -1.7273 0.119359
3.09526 -1.6939 0.104722
3.15695 -1.72766 0.0942372
3.11336 -1.70381 0.0805401
3.14867 -1.72314 0.0689188
3.02607 -1.65604 0.0541905
3.02622 -1.65612 0.0421484
3.02633 -1.65618 0.0301066
3.00009 -1.64182 0.017907
2.98258 -1.63224 0.00593402
2.87731 -1.57463 -0.00572448
2.97377 -1.62742 -0.0177502
2.94738 -1.61298 -0.0293211
2.90341 -1.58891 -0.040438
2.82433 -1.54564 -0.0505777
2.81539 -1.54074 -0.0616237
2.81518 -1.54063 -0.0728267
2.78864 -1.5261 -0.0832427
2.81467 -1.54035 -0.0952284
2.72669 -1.4922 -0.103113
3.162 -1.71683 0.119359
3.15356 -1.71225 0.106502
3.10116 -1.68379 0.0924048
