x y z
9.40468 -5.42979 0.0947705
9.40491 -5.42993 0.0568625
8.20125 -4.73499 0.016528
7.32647 -4.22994 -0.044297
7.30898 -4.21984 -0.0736519
7.1182 -4.10969 -0.100423
7.01394 -4.0495 -0.12723
6.69314 -3.86429 -0.148396
6.69265 -3.86401 -0.175374
6.44968 -3.72372 -0.195018
6.56158 -3.78833 -0.22487
6.43969 -3.71795 -0.246675
10.1945 -5.84079 0.143549
10.1775 -5.83106 0.102363
10.1777 -5.8312 0.0614178
9.91755 -5.68213 0.0199488
7.52249 -4.30991 -0.075659
7.40942 -4.24513 -0.104332
7.07071 -4.05107 -0.128015
6.61049 -3.7874 -0.146284
6.61001 -3.78712 -0.172878
6.60077 -3.78183 -0.199207
6.50473 -3.7268 -0.222496
6.49534 -3.72142 -0.248333
10.179 -5.78718 0.14306
10.0316 -5.70337 0.100705
10.0318 -5.70351 0.060423
9.62338 -5.47129 0.0193205
9.13657 -5.19451 -0.0183428
8.12786 -4.62102 -0.0815931
7.66685 -4.35892 -0.107753
7.17103 -4.07702 -0.129586
6.77077 -3.84946 -0.149548
6.77028 -3.84918 -0.176735
6.56114 -3.73027 -0.197636
6.49098 -3.69039 -0.221606
6.52502 -3.70974 -0.248996
10.1971 -5.75517 0.14306
10.0495 -5.67183 0.100705
10.0497 -5.67197 0.060423
9.64053 -5.44103 0.0193205
9.15284 -5.16578 -0.0183428
8.14233 -4.59546 -0.0815931
7.68051 -4.33481 -0.107753
7.1838 -4.05447 -0.129586
6.78283 -3.82817 -0.149548
6.78234 -3.82789 -0.176735
6.57282 -3.70964 -0.197636
6.50254 -3.66998 -0.221606
6.53664 -3.68922 -0.248996
12.2518 -6.86135 0.46583
11.3462 -6.35417 0.385957
10.4512 -5.85296 0.188175
10.1027 -5.65781 0.141472
9.44005 -5.28668 0.0944214
9.44028 -5.28681 0.0566531
9.25717 -5.18426 0.0185176
8.4283 -4.72007 -0.0168593
7.69512 -4.30948 -0.076968
7.42439 -4.15786 -0.103966
7.43275 -4.16254 -0.133827
7.10953 -3.98153 -0.156459
7.10901 -3.98124 -0.184903
6.88163 -3.8539 -0.206536
6.61933 -3.707 -0.225166
6.49652 -3.63823 -0.247007
12.0823 -6.71389 0.458536
11.5507 -6.41846 0.392187
10.4945 -5.83156 0.314386
10.3468 -5.74951 0.268618
10.2695 -5.70657 0.184562
9.13378 -5.07545 0.127667
9.13412 -5.07564 0.0911926
8.53121 -4.74061 0.051103
8.43516 -4.68724 0.0168421
8.18167 -4.54638 -0.0163357
7.3337 -4.07518 -0.0439305
6.87025 -3.81766 -0.0685905
6.83504 -3.79809 -0.0955362
6.79975 -3.77848 -0.122203
6.88673 -3.82681 -0.151276
6.88623 -3.82653 -0.178777
6.75457 -3.75337 -0.202348
6.68401 -3.71416 -0.226946
6.53476 -3.63123 -0.248001
12.1045 -6.67378 0.458536
11.5719 -6.38012 0.392187
10.5138 -5.79673 0.314386
10.3658 -5.71516 0.268618
10.2884 -5.67248 0.184562
9.15056 -5.04513 0.127667
9.1509 -5.04532 0.0911926
8.54689 -4.7123 0.051103
8.45066 -4.65924 0.0168421
8.1967 -4.51923 -0.0163357
7.34717 -4.05084 -0.0439305
6.88288 -3.79485 -0.0685905
6.8476 -3.7754 -0.0955362
6.81224 -3.75591 -0.122203
6.89938 -3.80395 -0.151276
6.89888 -3.80367 -0.178777
6.76698 -3.73095 -0.202348
6.69629 -3.69198 -0.226946
6.54677 -3.60954 -0.248001
12.0816 -6.61173 0.456878
11.8023 -6.4589 0.399307
10.182 -5.57218 0.2634
9.70097 -5.30892 0.173724
8.85059 -4.84355 0.123269
8.85091 -4.84373 0.088051
8.50024 -4.65182 0.0507365
8.44771 -4.62307 0.0168072
8.13191 -4.45025 -0.0161786
7.76338 -4.24857 -0.046339
6.79827 -3.7204 -0.0676306
6.75417 -3.69627 -0.0940702
6.65735 -3.64328 -0.119219
7.01655 -3.83986 -0.153579
7.01603 -3.83957 -0.1815
6.84882 -3.74807 -0.204442
6.63771 -3.63253 -0.224573
6.59314 -3.60814 -0.249327
11.9014 -6.46195 0.449252
11.8061 -6.41019 0.398714
10.7443 -5.83365 0.320145
9.81386 -5.32849 0.253418
8.47954 -4.60401 0.151576
8.34814 -4.53267 0.116061
8.34844 -4.53284 0.0829023
8.41895 -4.57112 0.0501605
8.42784 -4.57595 0.0167374
8.21683 -4.46137 -0.0489571
7.17966 -3.89824 -0.0712957
6.73124 -3.65476 -0.0935815
6.75727 -3.6689 -0.12079
6.90623 -3.74978 -0.150892
6.90572 -3.7495 -0.178323
6.82607 -3.70625 -0.203395
6.81662 -3.70112 -0.230209
6.49967 -3.52903 -0.245349
11.9228 -6.42244 0.449252
11.8273 -6.37101 0.398714
10.7635 -5.79799 0.320145
9.83148 -5.29592 0.253418
8.49476 -4.57587 0.151576
8.36312 -4.50496 0.116061
8.36343 -4.50513 0.0829023
8.43406 -4.54317 0.0501605
8.44297 -4.54797 0.0167374
8.23158 -4.4341 -0.0489571
7.19255 -3.87441 -0.0712957
6.74332 -3.63242 -0.0935815
6.7694 -3.64647 -0.12079
6.91863 -3.72685 -0.150892
6.91812 -3.72658 -0.178323
6.83832 -3.6836 -0.203395
6.82886 -3.6785 -0.230209
6.51134 -3.50746 -0.245349
12.0234 -6.42527 0.452236
11.8307 -6.32233 0.39812
11.0737 -5.91775 0.328783
9.72554 -5.19732 0.250241
8.84445 -4.72647 0.19255
8.63335 -4.61365 0.153775
8.57203 -4.58089 0.118749
8.57235 -4.58105 0.0848222
8.20214 -4.38321 -0.0486953
7.64632 -4.08619 -0.075659
6.91407 -3.69487 -0.0957805
6.94901 -3.71354 -0.123774
