x y z
5.76456 -3.32817 0.220813
5.54878 -3.20359 0.19016
5.53201 -3.19391 0.167271
5.55845 -3.20917 0.145653
5.38568 -3.10943 0.119408
5.36869 -3.09962 0.0973859
5.28236 -3.04977 0.0745233
5.31719 -3.06988 0.0535811
5.31732 -3.06996 0.0321488
5.05758 -2.92 0.0101925
5.10954 -2.95 -0.0102971
5.23938 -3.02496 -0.0316781
5.15265 -2.97489 -0.0519229
5.03989 -2.90978 -0.0711024
4.96171 -2.86465 -0.0900032
4.96141 -2.86447 -0.110001
4.96105 -2.86426 -0.129999
4.83942 -2.79404 -0.146329
4.76104 -2.74879 -0.163164
4.63934 -2.67853 -0.177712
5.69752 -3.26432 0.217829
5.72416 -3.27958 0.195797
5.61196 -3.2153 0.169365
5.69918 -3.26527 0.149056
5.62152 -3.22078 0.124399
5.51776 -3.16133 0.0998991
5.37921 -3.08195 0.075745
5.33602 -3.0572 0.0536684
5.33615 -3.05728 0.0322012
5.27548 -3.02252 0.0106114
5.06724 -2.90321 -0.0101924
5.15394 -2.95288 -0.0311021
5.03235 -2.88322 -0.0506139
5.06687 -2.903 -0.0713467
5.03192 -2.88297 -0.0911027
4.95353 -2.83806 -0.109617
4.95317 -2.83786 -0.129545
4.92673 -2.8227 -0.148685
4.77881 -2.73796 -0.163461
4.77828 -2.73765 -0.182685
5.63011 -3.20095 0.214845
5.62204 -3.19636 0.19194
5.6139 -3.19173 0.169103
5.54485 -3.15247 0.144745
5.52787 -3.14282 0.122096
5.3196 -3.02441 0.0961293
5.40678 -3.07398 0.0759893
5.18096 -2.94559 0.0520103
5.18109 -2.94566 0.0312063
5.10291 -2.90122 0.0102449
5.27678 -3.00006 -0.0105938
5.22456 -2.97037 -0.0314687
5.10273 -2.90111 -0.0512247
4.78961 -2.72309 -0.0673151
4.85891 -2.76249 -0.0878042
4.80647 -2.73267 -0.106162
4.80612 -2.73247 -0.125462
4.84047 -2.752 -0.145806
4.7531 -2.70233 -0.162274
4.66569 -2.65264 -0.178044
5.64014 -3.18325 0.214845
5.63205 -3.17868 0.19194
5.6239 -3.17408 0.169103
5.55473 -3.13504 0.144745
5.53772 -3.12544 0.122096
5.32907 -3.00768 0.0961293
5.41641 -3.05698 0.0759893
5.19019 -2.9293 0.0520103
5.19032 -2.92937 0.0312063
5.112 -2.88517 0.0102449
5.28618 -2.98347 -0.0105938
5.23386 -2.95395 -0.0314687
5.11182 -2.88506 -0.0512247
4.79814 -2.70803 -0.0673151
4.86757 -2.74721 -0.0878042
4.81503 -2.71756 -0.106162
4.81468 -2.71736 -0.125462
4.84909 -2.73678 -0.145806
