x y z
5.88574 -3.39813 0.225455
5.88638 -3.3985 0.20173
5.56663 -3.2139 0.168318
5.53248 -3.19418 0.144972
5.40333 -3.11961 0.0980142
5.35164 -3.08977 0.0755007
5.20461 -3.00489 0.0524466
5.20474 -3.00496 0.0314681
5.1615 -2.98 0.010402
5.10088 -2.945 -0.0102796
5.22206 -3.01496 -0.0315734
5.19595 -2.99989 -0.0523592
5.04855 -2.91478 -0.0712245
5.03099 -2.90464 -0.0912598
4.97007 -2.86947 -0.110193
4.96971 -2.86926 -0.130226
4.94331 -2.85402 -0.14947
4.69179 -2.70881 -0.160791
4.71724 -2.7235 -0.180696
5.87963 -3.36866 0.224792
5.967 -3.41872 0.204103
5.95891 -3.41408 0.179836
5.76858 -3.30503 0.150871
5.60451 -3.21103 0.10147
5.43994 -3.11674 0.0766002
5.31867 -3.04726 0.0534938
5.3188 -3.04734 0.0320964
5.33622 -3.05732 0.0107336
5.35357 -3.06726 -0.0107683
5.10188 -2.92306 -0.030788
5.12779 -2.9379 -0.0515738
5.02348 -2.87814 -0.0707359
5.02324 -2.878 -0.0909457
4.91883 -2.81818 -0.108849
4.91847 -2.81798 -0.128638
4.94407 -2.83264 -0.149209
4.77013 -2.73299 -0.163164
4.71758 -2.70288 -0.180365
5.82995 -3.31456 0.222471
5.74369 -3.26552 0.196094
5.84854 -3.32513 0.176171
5.6926 -3.23647 0.148602
5.34535 -3.03905 0.118064
5.5369 -3.14795 0.100056
5.51979 -3.13822 0.0775775
5.37221 -3.05432 0.0539301
5.37234 -3.05439 0.0323582
5.28547 -3.00501 0.0106114
5.26809 -2.99512 -0.0105763
5.20717 -2.96049 -0.0313639
5.03319 -2.86157 -0.0505266
4.95477 -2.81699 -0.0696364
5.05014 -2.87121 -0.0912598
4.84993 -2.75738 -0.107121
4.84957 -2.75718 -0.126596
4.85785 -2.76188 -0.146329
4.7531 -2.70233 -0.162274
4.7352 -2.69216 -0.180696
5.84033 -3.29623 0.222471
5.75392 -3.24746 0.196094
5.85895 -3.30674 0.176171
5.70274 -3.21857 0.148602
5.35487 -3.02224 0.118064
5.54676 -3.13054 0.100056
5.52962 -3.12087 0.0775775
5.38178 -3.03743 0.0539301
5.38191 -3.0375 0.0323582
5.29489 -2.98839 0.0106114
5.27747 -2.97856 -0.0105763
5.21644 -2.94412 -0.0313639
5.04215 -2.84575 -0.0505266
4.96359 -2.80141 -0.0696364
5.05914 -2.85533 -0.0912598
4.85856 -2.74213 -0.107121
4.85821 -2.74193 -0.126596
4.8665 -2.74661 -0.146329
4.76157 -2.68739 -0.162274
4.74364 -2.67727 -0.180696
5.95587 -3.33545 0.22645
5.79954 -3.2479 0.19728
5.79139 -3.24333 0.173815
5.60871 -3.14103 0.14588
5.46082 -3.05821 0.120176
5.59201 -3.13168 0.100684
5.40035 -3.02434 0.0756228
5.41799 -3.03422 0.0541919
5.41813 -3.0343 0.0325153
5.39202 -3.01967 0.0107859
5.20879 -2.91706 -0.0104192
5.20001 -2.91214 -0.0312069
5.13008 -2.87298 -0.051312
5.07755 -2.84356 -0.0711024
5.01623 -2.80923 -0.0903174
4.97231 -2.78463 -0.109425
4.97195 -2.78442 -0.129318
4.92791 -2.75976 -0.1479
4.69196 -2.62763 -0.159604
4.76121 -2.66641 -0.181028
5.88827 -3.27199 0.223466
5.87144 -3.26264 0.199357
5.58366 -3.10272 0.167271
5.54918 -3.08356 0.144065
5.47967 -3.04494 0.120368
5.5674 -3.09369 0.100056
5.39287 -2.9967 0.0753785
5.39306 -2.99681 0.0538429
5.36697 -2.98231 0.0321488
5.37578 -2.98721 0.0107336
5.19221 -2.8852 -0.0103669
5.2446 -2.91431 -0.0314163
5.21825 -2.89967 -0.0520974
4.9908 -2.77328 -0.0697585
5.043 -2.80229 -0.0906315
4.9116 -2.72927 -0.107889
4.91124 -2.72907 -0.127503
4.87587 -2.70942 -0.146067
4.84045 -2.68973 -0.164351
4.68266 -2.60206 -0.177712
5.89909 -3.25244 0.223466
5.88223 -3.24315 0.199357
5.59392 -3.08419 0.167271
5.55937 -3.06514 0.144065
5.48974 -3.02675 0.120368
5.57763 -3.07521 0.100056
5.40277 -2.9788 0.0753785
5.40297 -2.97891 0.0538429
5.37683 -2.9645 0.0321488
5.38565 -2.96936 0.0107336
5.20175 -2.86797 -0.0103669
5.25423 -2.8969 -0.0314163
5.22783 -2.88235 -0.0520974
4.99997 -2.75672 -0.0697585
5.05227 -2.78555 -0.0906315
4.92063 -2.71297 -0.107889
4.92027 -2.71277 -0.127503
4.88483 -2.69323 -0.146067
4.84934 -2.67367 -0.164351
4.69127 -2.58651 -0.177712
5.78653 -3.16672 0.218824
5.82224 -3.18626 0.196984
5.69127 -3.11459 0.169889
5.56021 -3.04286 0.143838
5.42905 -2.97109 0.118832
5.56972 -3.04807 0.099742
5.40333 -2.95701 0.0752563
5.40353 -2.95712 0.0537556
5.38612 -2.94759 0.0321488
5.35109 -2.92842 0.0106463
5.20197 -2.84681 -0.0103494
5.2019 -2.84678 -0.0310498
5.14914 -2.81791 -0.0512247
5.14018 -2.813 -0.0715911
4.92942 -2.69766 -0.0882754
4.99929 -2.7359 -0.109425
4.99892 -2.7357 -0.129318
4.92834 -2.69707 -0.147115
4.67358 -2.55765 -0.158121
4.65553 -2.54777 -0.176054
5.797 -3.14752 0.218824
5.71858 -3.10494 0.193127
5.6225 -3.05277 0.167533
5.48241 -2.9767 0.141569
5.61461 -3.04848 0.122672
5.51829 -2.99619 0.0986425
5.41311 -2.93908 0.0752563
5.41331 -2.93919 0.0537556
5.29919 -2.87723 0.0315729
5.15865 -2.80092 0.0102449
5.20259 -2.82478 -0.010332
5.16737 -2.80566 -0.030788
5.1321 -2.7865 -0.0509629
4.98252 -2.70529 -0.0692699
4.98228 -2.70516 -0.0890608
4.86775 -2.64297 -0.106354
4.86739 -2.64278 -0.125688
4.67371 -2.53762 -0.139261
4.72596 -2.56598 -0.159604
