x y z
5.54817 -3.20324 0.212525
5.52281 -3.1886 0.18927
5.47141 -3.15892 0.165439
5.43724 -3.13919 0.142477
5.36837 -3.09943 0.119024
5.35138 -3.08962 0.0970717
5.20442 -3.00478 0.0734238
5.23059 -3.01989 0.0527084
5.23072 -3.01996 0.0316252
5.08356 -2.935 0.0102449
5.0749 -2.93 -0.0102273
5.14412 -2.96996 -0.0311021
4.99678 -2.88489 -0.0503521
4.93598 -2.84979 -0.0696364
4.89244 -2.82465 -0.0887466
4.7536 -2.74449 -0.105394
4.75326 -2.74429 -0.124554
4.78748 -2.76405 -0.144759
4.69179 -2.70881 -0.160791
4.5701 -2.63855 -0.17506
5.78424 -3.314 0.221145
5.84558 -3.34915 0.19995
5.68135 -3.25506 0.171459
5.61244 -3.21557 0.146787
5.43934 -3.1164 0.120368
5.50908 -3.15636 0.099742
5.25774 -3.01236 0.0740346
5.26661 -3.01744 0.0529702
5.26674 -3.01751 0.0317823
5.19739 -2.97778 0.0104543
5.24077 -3.00263 -0.0105414
5.01511 -2.87335 -0.0302644
4.98029 -2.85339 -0.0500903
4.9454 -2.8334 -0.0696364
4.95383 -2.83824 -0.0896891
4.84943 -2.77842 -0.107313
4.84908 -2.77822 -0.126823
4.7706 -2.73325 -0.143973
4.71809 -2.70317 -0.161384
4.63086 -2.65319 -0.177049
5.59536 -3.18119 0.213519
5.81321 -3.30505 0.198467
5.59652 -3.18185 0.16858
5.51009 -3.13271 0.143838
5.43226 -3.08846 0.119984
5.30221 -3.01452 0.0958151
5.35463 -3.04432 0.0752563
5.2592 -2.99007 0.0527957
5.25933 -2.99014 0.0316776
5.02468 -2.85673 0.0100878
5.12899 -2.91604 -0.0102971
5.10285 -2.90118 -0.0307356
4.98972 -2.83686 -0.0500903
4.87654 -2.77251 -0.0685368
4.86761 -2.76743 -0.0879613
4.72824 -2.6882 -0.104434
4.7279 -2.688 -0.12342
4.71011 -2.67789 -0.141879
4.56193 -2.59365 -0.155747
4.59619 -2.61312 -0.175391
5.60533 -3.1636 0.213519
5.82356 -3.28677 0.198467
5.60649 -3.16425 0.16858
5.5199 -3.11538 0.143838
5.44194 -3.07138 0.119984
5.31166 -2.99785 0.0958151
5.36416 -3.02749 0.0752563
5.26857 -2.97353 0.0527957
5.2687 -2.97361 0.0316776
5.03363 -2.84093 0.0100878
5.13813 -2.89992 -0.0102971
5.11194 -2.88513 -0.0307356
4.99861 -2.82117 -0.0500903
